Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	ct	e	j	k
TextConfig	1006002	更新公告	更新公告	Release Notes	更新公告	Update-Ankündigung		업데이트 공지	릴리스 노트	갱신 공고	업데이트 공지
TextConfig	1006101	我	我	Me	自分	Ich		나	나	자신	나
TextConfig	1006102	移动速度	移動速度	Movement Speed	移動速度	Bewegungsgeschwindigkeit		이동 속도	이동 속도	이동 속도	이동속도
TextConfig	1006103	伤害加成	傷害加成	DMG Bonus	ダメージボーナス	Schadensbonus		데미지 보너스	로드 중...	로드 중...	데미지 보너스
TextConfig	1006104	基本属性	基本屬性	Basic Attributes	基礎ステータス	Grundlegende Attribute		기본 속성	기본 속성	로드 중...	기초 속성
TextConfig	1006201	如果觉得游戏太难,可以在设置中打开观光模式	如果覺得遊戲太難，可以在設定中打開觀光模式 	You can enable Tour Mode in Settings if the game feels too tough	ゲームが難しすぎると感じたら、オプションで観光モードをオンにするといいでしょう。	Wenn Sie das Spiel zu schwierig finden, können Sie im Menü-Einstellungen den Sightseeing-Modus aktivieren.		게임이 너무 어렵다면 설정에서 관광 모드를 켜세요. 	로드 중...	게임이 너무 어렵다고 느낀다면 옵션으로 관광 모드를 켜면 됩니다.	게임이 너무 어렵다면 설정에서 관광 모드를 켜면 됩니다
TextConfig	1006301	解锁	解鎖	Unlock	ロック解除	Entsperren		터놓다	로드 중...	로드 중...	잠금 해제
TextConfig	1006302	已解锁	已解鎖	Unlocked	ロック解除済み	Entsperrt		잠금 해제됨	로드 중...	로드 중...	잠금 해제됨
TextConfig	1006303	选择一个套装解锁	選擇一個套裝解鎖	Select a set to unlock	パッケージロック解除の選択	Wählen Sie einen Satz zum Entsperren		로드 중...	잠금 해제할 세트를 선택하세요	패키지 잠금 해제 선택	잠금 해제할 세트 선택
TextConfig	1006304	获得了	獲得了	Obtained	獲得した	Hab's		갖다	로드 중...	획득한	획득한
TextConfig	1006305	老玩家奖励	老玩家獎勵	Old player rewards	ベテランプレイヤーへのご褒美	Belohnungen für alte Spieler		로드 중...	기존 플레이어 보상	베테랑 레이어에 대한 보상	베테랑 플레이어 보상
TextConfig	1006306	其余套装将在后续解锁	其餘套裝將在後續解鎖	The remaining sets will be unlocked later	残りのセットは後続でロック解除されます	Die restlichen Sets werden später freigeschaltet		나머지 세트는 나중에 잠금 해제됩니다.	나머지 세트는 나중에 잠금 해제됩니다.	나머지 세트는 이후에 잠금 해제됩니다.	나머지 세트는 이후에 잠금 해제됩니다
TextConfig_ActivateGirl	11000001	元素法术包	元素法術包	Elemental Spell Pack	元素呪文バンドル	Elementar-Zauberpaket		로드 중...	원소 주문 팩	로드 중...	원소 주문 묶음
TextConfig_ActivateGirl	11000002	杂货包	雜貨包	Supply Pack	アイテムバンドル	Gemischte Waren-Paket		식료품 가방	공급 팩	로드 중...	물품 묶음
TextConfig_ActivateGirl	11000003	触发法术包	觸發法術包	Triggered Spell Pack	触発呪文バンドル	Zauberpaket triggern		로드 중...	발동된 주문 팩	로드 중...	트리거 주문 묶음
TextConfig_ActivateGirl	11000004	蓄能法术包	蓄能法術包	Channeling Spell Pack	チャージ呪文バンドル	Energiespeicher-Zauberpaket		로드 중...	채널링 주문 팩	충전 주문 번들	충전 주문 묶음
TextConfig_ActivateGirl	11000005	召唤大师包	召喚大師包	Master Summoner Pack	召喚マスターバンドル	Meisterpaket beschwören		로드 중...	마스터 소환사 팩	소환 마스터 번들	소환 마스터 묶음
TextConfig_ActivateGirl	11000006	奇思妙想包	奇思妙想包	Inspiration Pack	奇想天外バンドル	Kreativitäts-Paket		로드 중...	영감 팩	로드 중...	기발한 묶음
TextConfig_ActivateGirl	11000007	工具法术包	工具法术包	Utility Spell Pack	ツール呪文バンドル	Werkzeug-Zauberpaket		로드 중...	유틸리티 주문 팩	로드 중...	도구 주문 묶음
TextConfig_ActivateGirl	11000008	进阶召唤包	進階召喚包	Advance Summoner Pack	アドバンスト召喚パッケージ	Erweitertes Beschwörungspaket		로드 중...	사전 소환사 팩	고급 소환 패키지	고급 소환 묶음
TextConfig_ActivateGirl	11000009	破界石包	破界石包	Boundary Stone Pack	破界石バンドル	Grenzstein-Paket		경계 파괴석 팩	경계석 팩	로드 중...	경계석 묶음
TextConfig_ActivateGirl	11000010	星海遗尘包	超新星包	Stardust Pack	星海の遺物バンドル	Sternenstaub-Paket		초신성 가방	스타더스트 팩	로드 중...	초신성 묶음
TextConfig_ActivateGirl	11000011	物尽其用包	物盡其用包	Maximization Pack	万物有用バンドル	Effizienz-Paket		로드 중...	극대화 팩	로드 중...	극대화 묶음
TextConfig_ActivateGirl	11000012	法术包12	法術包12	Spell Pack 12	呪文バンドル12	Zauberpaket 12		로드 중...	주문 팩 12	로드 중...	주문 묶음 12
TextConfig_ActivateGirl	11000013	法术包13	法術包13	Spell Pack 13	呪文バンドル13	Zauberpaket 13		로드 중...	주문 팩 13	로드 중...	주문 묶음 13
TextConfig_ActivateGirl	11000014	法术包14	法術包14	Spell Pack 14	呪文バンドル14	Zauberpaket 14		로드 중...	주문 팩 14	로드 중...	주문 묶음 14
TextConfig_ActivateGirl	11000101	法术倾向	法術傾向	Spell Focus	呪文傾向	Zauber-Neigung		주문 경향	주문 집중	주문 추세	주문 집중화
TextConfig_ActivateGirl	11000102	遗物包	遺物包	Relic Pack	遺物バンドル	Reliktpaket		유물 가방	유물 팩	로드 중...	유물 묶음
TextConfig_ActivateGirl	11000103	法术锁定	法术锁定	Spell Lock	呪文ロック	Zauber-Sperre		철자 잠금	철자 잠금	로드 중...	주문 잠금
TextConfig_ActivateGirl	11000104	法术倾向+	法術傾向+	Spell Focus+	呪文傾向+	Zauber-Neigung+		로드 중...	주문 집중+	로드 중...	주문 집중 +
TextConfig_ActivateGirl	11000201	魔物娘感应	魔物娘感應	Monster Girl Sense	魔物娘感知	Monster-Mädchen-Sinn		로드 중...	몬스터걸 센스	로드 중...	몬무스 감지
TextConfig_ActivateGirl	11000202	魔物娘感应+	魔物娘感應+	Monster Girl Sense+	魔物娘感知+	Monster-Mädchen-Sinn+		로드 중...	몬스터걸 센스+	로드 중...	몬무스 감지+
TextConfig_ActivateGirl	11000203	魔物娘感应++	魔物娘感應++	Monster Girl Sense++	魔物娘感知++	Monster-Mädchen-Sinn++		로드 중...	몬스터걸 센스++	로드 중...	몬무스 감지++
TextConfig_ActivateGirl	11100001							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100002							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100003							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100004							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100005							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100006							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100007							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100008							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100009							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100010							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100011							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100012							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100013							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100014							#VALUE!	#VALUE!	#VALUE!	
TextConfig_ActivateGirl	11100101	拾取法术时，可以从3个里面选择	拾取法術時，可以從3個裡面選擇	When picking up a spell, choose from a selection of 3.	呪文を拾う時、3つの呪文から選択できる	Beim Aufnehmen von Zaubern kannst du aus drei Optionen wählen		주문을 선택할 때 3가지 중에서 선택할 수 있습니다.	로드 중...	주문을 따를 때 세 가지 주문 중에서 선택할 수 있습니다.	주문을 고를 때 세 가지 주문 중에서 선택할 수 있습니다.
TextConfig_ActivateGirl	11100102				0			#VALUE!	#VALUE!	0	
TextConfig_ActivateGirl	11100103	选择法术时，可以锁定其中几个到下一次选择	選擇法術時，可以鎖定其中幾個到下一次選擇	You can lock some of the spells for the next selection	呪文を選択するとき、次の選択まで何個かロックできる	Beim Auswählen von Zaubern kannst du einige davon bis zur nächsten Auswahl sperren		주문을 선택할 때 그 중 몇 개를 다음 선택에 고정할 수 있습니다.	로드 중...	주문을 선택할 때 다음 선택까지 몇 개 잠글 수 있습니다.	주문을 선택할 때 다음 선택까지 잠궈둘 수 있습니다.
TextConfig_ActivateGirl	11100104	拾取法术时，可以从4个里面选择	拾取法術時，可以從4個裡面選擇	When picking up a spell, choose from a selection of 4.	呪文を拾う時、4つの呪文から選択できる	Beim Aufnehmen von Zaubern kannst du aus vier Optionen wählen		주문을 선택할 때 4가지 중에서 선택할 수 있습니다.	로드 중...	주문을 따를 때 네 가지 주문 중에서 선택할 수 있습니다.	주문을 고를 때 네 가지 주문 중에서 선택할 수 있습니다.
TextConfig_ActivateGirl	11100201	法术禁用上限+int1，免费禁用+int2	法術禁用上限+int1，免費禁用+int2	Spell disable limit +int1, free disable +int2	呪文封印上限+int1、無料封印+int2	Zauber-Deaktivierungsobergrenze +int1, kostenloses Deaktivieren +int2		주문 비활성화 상한 +int1, 무료 비활성화 +int2	로드 중...	주문 봉인 상한 +int1, 무료 봉인 +int2	주문 봉인 상한 +int1, 무료 봉인 +int2
TextConfig_ActivateGirl	11100202	法术禁用上限+int1，免费禁用+int2	法術禁用上限+int1，免費禁用+int2	Spell disable limit +int1, free disable +int2	呪文封印上限+int1、無料封印+int2	Zauber-Deaktivierungsobergrenze +int1, kostenloses Deaktivieren +int2		주문 비활성화 상한 +int1, 무료 비활성화 +int2	로드 중...	주문 봉인 상한 +int1, 무료 봉인 +int2	주문 봉인 상한 +int1, 무료 봉인 +int2
TextConfig_ActivateGirl	11100203	法术禁用上限+int1，免费禁用+int2	法術禁用上限+int1，免費禁用+int2	Spell disable limit +int1, free disable +int2	呪文封印上限+int1、無料封印+int2	Zauber-Deaktivierungsobergrenze +int1, kostenloses Deaktivieren +int2		주문 비활성화 상한 +int1, 무료 비활성화 +int2	로드 중...	주문 봉인 상한 +int1, 무료 봉인 +int2	주문 봉인 상한 +int1, 무료 봉인 +int2
TextConfig_Curse	2000001	过期资源	過期資源	Expired Bounty	期限切れの資源	Abgelaufene Ressourcen		만료된 리소스	만료된 현상금	로드 중...	부패하는 자원
TextConfig_Curse	2000002	迷雾之门	迷霧之門	Gate of Mist	霧の扉	Nebel-Tor		미스트 게이트	안개의 문	안개 문	안개속 문
TextConfig_Curse	2000003	陷阱升级	陷阱升級	Enhanced Traps	トラップ強化	Fallen-Upgrade		함정 업그레이드	강화된 함정	로드 중...	강화된 함정
TextConfig_Curse	2000004	嗜血爪牙	嗜血爪牙	Bloodthirsty Underlings	血に飢えた爪	Blutrünstiger Handlanger	难逃敌手	피에 굶주린 하수인	피에 굶주린 부하들	로드 중...	피에 굶주린 손톱
TextConfig_Curse	2000005	复仇幽魂	復仇幽魂	Vengeful Spirits	復讐の亡霊	Rachegeist		복수심에 불타는 유령	복수심	로드 중...	복수의 망령
TextConfig_Curse	2000006	手忙脚乱	手忙腳亂	Frantic Fumble	てんてこ舞い	Hast und Eile		서둘러	광란의 펌블	로드 중...	허둥지둥
TextConfig_Curse	2000007	不稳定时空	不穩定時空	Unstable Rifts	不安定な時空	Instabile Raumzeit		로드 중...	불안정한 균열	로드 중...	불안정한 시공
TextConfig_Curse	2000008	永久性伤害	永久性傷害	Perpetual Harm	永久ダメージ	Permanenter Schaden		로드 중...	영원한 피해	로드 중...	영구적인 피해
TextConfig_Curse	2000009	硬直	硬直	Stiffened	硬直	Starre		단단하고 직선적이다	로드 중...	경직	경직
TextConfig_Curse	2000010	低纯钻石	低純鑽石	Depleted Diamonds	低純度のダイヤ	Diamanten mit niedrigem Reinheitsgrad		저순도 다이아몬드	고갈된 다이아몬드	로드 중...	저질 다이아몬드
TextConfig_Curse	2000011	肌肉萎缩	肌肉萎縮	Muscle Atrophy	筋萎縮	Muskelschwund		근육 위축	근육 위축	근위축	근위축
TextConfig_Curse	2000012	胆小鬼	膽小鬼	Timid	不安	Feigling		겁쟁이	로드 중...	불안	겁쟁이
TextConfig_Curse	2000013	烧心	燒心	Heartburn	胸焼け	Sodbrennen		속쓰림	로드 중...	가슴앓이	가슴앓이
TextConfig_Curse	2000014	孱弱	孱弱	Fragile	虚弱	Schwäche		약한	로드 중...	허약	허약
TextConfig_Curse	2000015	迟缓	遲緩	Sluggishness	スロー	Verlangsamung		느린	부진	슬로우	느려짐
TextConfig_Curse	2000016	荆棘之门	荊棘之門	Thorned Entry	いばらの扉	Dornen-Tor		가시의 문	가시진입	로드 중...	가시문
TextConfig_Curse	2000017	复杂锁孔	複雜鎖孔	Complex Locks	複雑な錠前	Komplexes Schlüsselloch		복잡한 열쇠구멍	복잡한 잠금	로드 중...	복잡한 자물쇠
TextConfig_Curse	2000018	破洞钱袋	破洞錢袋	Tattered Pouch	穴が開いた財布	Kaputte Geldbörse		구멍난 돈주머니	너덜너덜한 주머니	로드 중...	구멍난 돈주머니
TextConfig_Curse	2000019	野蛮增殖	野蠻增殖	Savage Proliferation	野蛮増殖	Wilde Vermehrung		야만적인 확산	야만적인 확산	야만 증식	야만적인 확산
TextConfig_Curse	2000020	锈斑钱币	鏽斑錢幣	Corroded Currency	錆びたコイン	Verrostete Münzen		녹슨 동전	부식된 화폐	로드 중...	녹슨 동전
TextConfig_Curse	2000021	重心前倾	重心前傾	Toppling Balance	重心・前	Schwerpunkt nach vorne geneigt		무게중심이 앞으로 기울어져	무너지는 균형	무게 중심 · 전	무너진 균형
TextConfig_Curse	2000022	夜盲症	夜盲症	Nocturnal Blindness	夜盲症候群	Nachtblindheit		야맹증	야간 실명	로드 중...	야맹증
TextConfig_Curse	2000023	急躁	急躁	Impatience	焦燥	Ungeduld		짜증난	조바심	초조	조바심
TextConfig_Curse	2000024	法力抑制	法力抑制	Magic Suppression	魔力抑制	Mana-Unterdrückung		마나 억제	마법 억제	마력 억제	마력 억제
TextConfig_Curse	2000025	低效施法	低效施法	Inefficient Casting	低効率な咏唱	Ineffizientes Zaubern		비효율적인 철자법	비효율적인 캐스팅	로드 중...	비효율적 시전
TextConfig_Curse	2000026	重心不稳	重心不穩	Unstable Balance	重心・不安定	Instabiler Schwerpunkt		불안정한 무게중심	불안정한 균형	로드 중...	중심 불안정
TextConfig_Curse	2000027	亵渎	褻瀆	Profanity	冒涜	Blasphemie		신성모독	로드 중...	모독	모독
TextConfig_Curse	2000028	狂暴之血	狂暴之血	Raging Blood	狂暴の血	Blut der Raserei	敌人回复	맹렬한 피	격렬한 피	광폭한 피	맹렬한 피
TextConfig_Curse	2000029	迷惘	迷惘	Bewilderment	困惑	Verwirrung		혼란스러운	당황	수수께끼	혼란
TextConfig_Curse	2000030	不幸	不幸	Misfortune	不幸	Unglück		불길한	불행	불행	불행
TextConfig_Curse	2000031	厄运	惡運	Doom	悪運	Unheil		불행	운명	나쁜 행운	악운
TextConfig_Curse	2000032	失语症	失語症	Aphasia	失語症	Sprachverlust		실어증	로드 중...	실어증	실어증
TextConfig_Curse	2000033	迷失	迷失	Aimless	ロスト	Verlorenheit		잃어버린	로드 중...	잃어버린	잃어버림
TextConfig_Curse	2000034	镣铐	鐐銬	Shackles	束縛	Fesseln		족쇄	로드 중...	속박	속박
TextConfig_Curse	2000035	缩水背包	縮水背包	Shrinking Backpack	縮むバッグ	Geschrumpftes Inventar		수축 배낭	축소되는 배낭	로드 중...	줄어드는 가방
TextConfig_Curse	2000036	药水过敏	藥水過敏	Potion Allergy	薬アレルギー	Zaubertrank-Allergie		약에 대한 알레르기	물약 알레르기	로드 중...	포션 알러지
TextConfig_Curse	2000037	追杀炸弹	追殺炸彈	Explosive Pursuit	追撃ボム	Verfolgungsbombe	追踪炸弹	폭탄을 쫓다	폭발적인 추격	추격 폭탄	따라오는 폭탄
TextConfig_Curse	2000038	遗失	遺失	Vanished	遺失	Verlust		잃어버린	로드 중...	유실	유실
TextConfig_Curse	2000039	虚弱	虛弱	Feebleness	脆弱	Schwäche		약한	나약	취약	나약
TextConfig_Curse	2000040	死神赌约	死神賭約	Grim Wager	死神の賭け	Wette mit dem Tod	危险赌约	죽음의 내기	냉혹한 내기	로드 중...	사신의 내기
TextConfig_Curse	2000041	旧怀表	舊懷錶	Antique Timepiece	古い懐中時計	Alte Taschenuhr		오래된 회중시계	골동품 시계	로드 중...	오래된 회중시계
TextConfig_Curse	2000042	法力飘散	法力飄散	Magic Dissipation	法力が散る	Mana-Verstreuung		마나가 분산된다	마법 소멸	로드 중...	마력 분산
TextConfig_Curse	2000043	软弱	軟弱	Weakness	軟弱	Schwäche		약한	로드 중...	연약	연약
TextConfig_Curse	2000044	懒散小店	懶散小店	Lethargic Shop	だらだら屋	Schludriger Laden		게으른 가게	무기력 상점	로드 중...	게으른 상점
TextConfig_Curse	2000045	近视	近視	Near-Sighted	近視	Kurzsichtigkeit		근시안적인	근시	근시	근시안
TextConfig_Curse	2000046	邋遢	邋遢	Slovenliness	だらしない	Schlampig		더러운	지저분함	로드 중...	지저분함
TextConfig_Curse	2000047	追杀蜗牛	追殺蝸牛	Relentless Snail	カタツムリの追いかけっこ	Jagd auf Schnecken	追击蜗牛	달팽이를 쫓다	냉혹한 달팽이	달팽이의 쫓아	달팽이의 추격
TextConfig_Curse	2000048	老伤	旧伤	Old Wound	オールドスカー	Alte Verletzung		오래된 상처	로드 중...	로드 중...	오래된 상처
TextConfig_Curse	2000049	反推力	反推力	Reverse Thrust	スラストリバース	Rückschlag		역추력	역추력	로드 중...	역추력
TextConfig_Curse	2000050	易伤	易伤	Vulnerable	ウィーク	Verwundbarkeit		쉽게 부상당함	취약한	주간	취약
TextConfig_Curse	2000051	紧缩	紧缩	Compression	縮小	Zauberkompression		내핍 생활	압축	축소	압축
TextConfig_Curse	2000052	仇富	仇富	Wealth Resentment	富は敵	Hass auf Reiche		추푸	부에 대한 분노	부는 적	부자 혐오
TextConfig_Curse	2000053	逆反	反向施法	Rebellion	リバース	Rebell		역캐스트	로드 중...	리버스	반항
TextConfig_Curse	2000054	棘手	棘手	Tricky	手こずり	Schwierig		교활한	로드 중...	손 짠	교활
TextConfig_Curse	2000055	神经退行	神经退行	Neural Decay	行動阻害	Neuronaler Rückgang		신경변성	신경쇠퇴	행동 저해	신경쇠퇴
TextConfig_Curse	2000056	零摩擦力	零摩擦力	Zero Friction	摩擦ゼロ	Null Reibung		마찰 제로	마찰 제로	마찰 제로	무마찰
TextConfig_Curse	2000057	顺拐	以撒病毒	Symmetrical Movement	ナンバ歩き	Unnatürlicher Gang		아이작 바이러스	대칭 운동	로드 중...	대칭이동
TextConfig_Curse	2000058	偷偷怪	偷偷怪	Sneaky Monster	トルモン	Schleichender Dieb		비밀리에 이상한	비열한 괴물	터몬	비열한 몬스터
TextConfig_Curse	2000059	拟态宝箱	拟态宝箱	Mimicry Chest	ミミック	Mimik-Truhe		흉내낸 보물 상자	모방 상자	미믹	미믹상자
TextConfig_Curse	2000060	虚张声势	虚张声势	Bluff	虚勢	Bluff		절벽	로드 중...	허세	허세
TextConfig_Curse	2000061	钥匙忘带了	钥匙忘带了	Forgot the key	カギワスレータ	Schlüssel vergessen		로드 중...	열쇠를 잊어버렸어요	로드 중...	열쇠를 잊음
TextConfig_Curse	2000999	神仙难救	神仙難救	Beyond Divine Help	神でも打つ手なし	Nicht einmal die Götter können retten		신을 구하기는 어렵다	신성한 도움 너머	로드 중...	신도 도울 수 없는
TextConfig_Curse	2100001	资源类道具如果不拾取，会在float1秒内消失	資源類道具如果不拾取，會在float1秒內消失	Resources disappear if not collected within float1 sec	拾わなかったリソースアイテムはfloat1秒内に消失する	Ressourcen-Objekte verschwinden nach float1 Sekunden, wenn sie nicht aufgesammelt werden		자원 소품을 선택하지 않으면 float1초 내에 사라집니다.	로드 중...	주워지지 않은 자원 아이템은 float1초내에 소실한다	
TextConfig_Curse	2100002	无法辨别门上的标识	無法辨別門上的標識	Unable to discern markings on doors	ドアのサインを見分けられない	Die Markierungen auf Türen können nicht erkannt werden		로드 중...	문에 있는 표시를 식별할 수 없음	문 표지판을 구분할 수 없다.	
TextConfig_Curse	2100003	陷阱对自身和召唤物伤害提升int1%	陷阱對自身和召喚物傷害提升int1%	Traps deal int1% increased DMG to both yourself and your summoned units	自身または味方が罠にかかった時、被ダメージ+int1%	Fallen verursachen int1% mehr Schaden an dir und deinen Beschwörungen		자신과 소환수에게 주는 함정 피해가 int1%만큼 증가합니다.	로드 중...	자신 또는 아군이 함정에 걸렸을 때, 피해 데미지 +int1%	
TextConfig_Curse	2100004	敌人的移动速度提升int1%	敵人的移動速度提升int1%	Enemy movement speed boosted by int1%	敵の移動速度+int1%	Die Bewegungsgeschwindigkeit der Feinde wird um int1% erhöht		적의 이동 속도가 int1%만큼 증가합니다.	적의 이동 속도가 int1%만큼 증가합니다.	적의 이동속도 +int1%	
TextConfig_Curse	2100005	敌人死后有int1%概率化作灵魂袭击玩家，持续float1秒	敵人死後有int1%機率化作靈魂襲擊玩家，持續float1秒	When enemies perish, there's a int1% chance they'll transform into spirits, haunting you for float1 sec	戦闘不能になった敵はint1%の確率で亡霊となり、自身と味方を襲う（float1秒間持続）	Nach dem Tod gibt es eine int1% Chance, dass der Feind sich in einen Geist verwandelt und den Spieler für float1 Sekunden angreift		적이 죽은 후 int1% 확률로 영혼으로 변신하여 플레이어를 공격하며 float1초 동안 지속됩니다.	적이 죽으면 int1% 확률로 영혼으로 변해 float1초 동안 당신을 괴롭힐 것입니다.	로드 중...	
TextConfig_Curse	2100006	受伤时失去int1个金币	受傷時失去int1個金幣	Lose int1 coin(s) when taking DMG	ダメージを受けると、コインをint1失う	Beim Erleiden von Schaden verlierst du int1 Goldmünzen		부상당하면 int1 금화를 잃습니다.	DMG를 받을 때 int1 코인을 잃습니다.	데미지를 입으면 동전을 int1 잃는다.	
TextConfig_Curse	2100007	受到伤害时被传送至随机地方	受到傷害時被傳送至隨機地方	When taking DMG, you're teleported to a random location	ダメージを受けると、ランダムな場所にワープされる	Bei Schaden wirst du an einen zufälligen Ort übertragen		피해를 입으면 무작위 장소로 순간이동됩니다.	로드 중...	피해를 입으면 무작위로 워프됩니다.	
TextConfig_Curse	2100008	受伤有int1%的概率同时失去最大生命	受傷有int1%的機率同時失去最大生命值	When taking DMG, there's a int1% chance of simultaneously losing Max HP	ダメージを受けると、int1%の確率で最大HPがダウンする	Es besteht eine int1% Chance, dass du beim Erleiden von Schaden einen Teil deines maximalen Lebens verlierst		부상당하면 최대 체력을 잃을 확률은 int1%입니다.	로드 중...	데미지를 입으면 int1%의 확률로 최대 HP가 다운된다	
TextConfig_Curse	2100009	受伤后float1秒内无法攻击	受傷後float1秒內無法攻擊	Unable to attack within float1 sec after taking DMG	ダメージを受けると、float1秒の間攻撃できない	Nach einer Verletzung kannst du für float1 Sekunden nicht angreifen		플로트는 부상당한 후 1초 이내에 공격할 수 없습니다.	로드 중...	데미지를 입으면 float1초 동안 공격할 수 없다	
TextConfig_Curse	2100010	所有钻石都会变为金币	所有鑽石都會變為金幣	All diamonds transform into coins	すべてのダイヤはコインになる	Alle Diamanten werden zu Goldmünzen		모든 다이아몬드는 금화로 변합니다	모든 다이아몬드는 동전으로 변합니다	모든 다이아몬드는 동전이 된다	
TextConfig_Curse	2100011	移动速度-int1%	移動速度-int1%	Move speed -int1%	移動速度-int1%	Bewegungsgeschwindigkeit -int1%		이동속도-int1%	이동 속도 -int1%	이동 속도-int1%	
TextConfig_Curse	2100012	刚进入房间float1秒内无法施法	剛進入房間float1秒內無法施法	Unable to cast spells for float1 sec upon entering a room	ルームに入ってからfloat1秒の間射撃できない	Nach dem Betreten eines Raumes kannst du für float1 Sekunden nicht zaubern		방에 입장한 후 1초 이내에는 주문을 시전할 수 없습니다.	로드 중...	방에 들어간 후 float1초 동안 사격할 수 없다	
TextConfig_Curse	2100013	减少int1%法术飞行速度	減少int1%法術飛行速度	Reduces spell projectile speed by int1%	呪文の飛行速度-int1%	Verringert die Fluggeschwindigkeit von Zaubern um int1%		주문 비행 속도를 int1%만큼 감소	주문 발사체 속도를 int1%만큼 감소시킵니다.	주문의 비행 속도 -int1%	
TextConfig_Curse	2100014	所有伤害降低int1%	所有傷害降低int1%	Reduces all DMG dealt by int1%	すべてのダメージ-int1%	Alle Schäden werden um int1% reduziert		모든 피해가 int1%만큼 감소했습니다.	모든 피해량을 int1%만큼 감소시킵니다.	모든 피해-int1%	
TextConfig_Curse	2100015	法杖的施法间隔和冷却增加int1%	法杖的施法間隔和冷卻增加int1%	Increases the cast interval and cooldown of wands by int1%	呪文の間隔とクールタイム+int1%	Die Zauberintervalle und Abklingzeit des Zauberstabes werden um int1% erhöht		지팡이의 시전 간격과 재사용 대기시간이 int1%만큼 증가합니다.	로드 중...	주문 간격 및 쿨타임 +int1%	
TextConfig_Curse	2100016	每进入一扇门失去int1点血量	每進入一扇門失去int1點生命值	Lose int1 HP upon entering each door	ドアに通るたびに、HP-int1	Du verlierst int1 Lebenspunkte, wenn du durch eine Tür gehst	每进入一扇门失去int1点生命值	문에 들어갈 때마다 int1 체력 포인트를 잃습니다.	각 문에 들어갈 때마다 1개의 HP를 잃습니다.	문을 통과할 때마다 HP-int1	
TextConfig_Curse	2100017	现在所有上锁的地方都需要2把钥匙	現在所有上鎖的地方都需要2把鑰匙	All locked objects now require 2 keys to open	鍵を外す時に必要な鍵が2本になる	Alle verschlossenen Orte benötigen nun 2 Schlüssel		모든 잠긴 장소에는 이제 2개의 열쇠가 필요합니다.	로드 중...	열쇠를 떼어낼 때 필요한 열쇠가 2개가 된다	
TextConfig_Curse	2100018	每进入一扇门遗失int1个金币	每進入一扇門遺失int1個金幣	Lose int1 coins upon entering each door	ドアに通るたびに、コインをint1失う	Du verlierst int1 Münzen, wenn du durch eine Tür gehst		문에 들어갈 때마다 int1 금화가 사라집니다.	각 문에 들어갈 때 int1 코인을 잃습니다.	문에 다닐 때마다 동전을 int1 잃는다.	
TextConfig_Curse	2100019	有int1%的概率刷出双倍敌人，非首领	有int1%的機率刷出雙倍敵人（非首領）	There's a int1% chance of encountering double enemies, excluding bosses	int1%の確率でボス以外の敵の数が2倍になる	Es besteht eine int1% Chance, dass doppelt so viele Feinde (außer Bosse) erscheinen		int1% 확률로 이중 적(리더가 아닌 경우)이 생성됩니다.	로드 중...	int1%의 확률로 보스 이외의 적의 수가 2배가 된다	
TextConfig_Curse	2100020	拾取金币或钻石有int1%的概率受到int2点伤害	拾取金幣或鑽石有int1%的機率受到int2點傷害	There's a int1% chance of taking int2 DMG when picking up coins or diamonds	コインまたはダイヤを拾うと、int1%の確率でint2のダメージを受ける	Beim Aufheben von Goldmünzen oder Diamanten besteht eine int1% Chance, int2 Schaden zu erleiden		금화나 다이아몬드를 주울 때 int1%의 확률로 int2 포인트의 피해를 입습니다.	로드 중...	동전이나 다이아몬드를 픽업하면 int1 % 확률로 int2 피해를 입습니다.	
TextConfig_Curse	2100021	法术击退变为反向的了	法術擊退變為反向	Spell knockback is reversed	呪文のノックバックが逆になった。	Zauber-Rückstoß wird umgekehrt		로드 중...	주문 밀쳐내기가 반전되었습니다.	주문의 넉백이 거꾸로 되었다.	
TextConfig_Curse	2100022	你的视野受到限制	你的視野受到限制	Your field of vision is limited	視野範囲が制限される	Dein Sichtfeld ist eingeschränkt		로드 중...	시야가 제한되어 있습니다.	시야 범위가 제한됨	
