Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	korean
TextConfig_Relic	4100060	每隔一段时间有限手套弹响，会杀死场上一半的非首领敌人	每隔一段時間有限手套彈響，會殺死場上一半的非首領敵人	Cause detonation at regular intervals, killing half of the non-boss enemies on the field	一定時間ごとにガントレットが発動してボス以外の敵の半数を消滅させる	In regelmäßigen Abständen schnippt der begrenzte Handschuh und tötet die Hälfte der Nicht-Boss-Feinde auf dem Spielfeld	每隔一段时间有限手套弹响，会杀死场上一半的非首领敌人	일정 시간마다 건를렛이 발동하여 보스가 아닌 적의 절반을 죽인다
TextConfig_Relic	4100061	普通关卡会多出一扇门。	普通關卡會多出一扇門。	Normal levels have one more door	ノーマルステージにドアが1つ多めに出現する	In normalen Levels erscheint eine zusätzliche Tür		일반 방에 문이 하나 더 출현한다
TextConfig_Relic	4100062	所有法杖的后置槽充能效率+int1%	所有法杖的後置槽充能效率+int1%	Increases all wands' secondary slot charge efficiency by int1%	すべての杖の後続スロットのエネルギーチャージ効率+int1%	Die Ladeeffizienz aller hinteren Slots der Zauberstäbe wird um int1% erhöht		모든 지팡이의 후속 슬롯의 에너지 충전 효율 +int1%
TextConfig_Relic	4100063	商店里的随机一个商品免费	商店裡的隨機一個商品免費	One random item in the shop is now free.	ショップ内にあるランダム1種類のアイテムが無料になる	Ein zufälliger Gegenstand im Laden ist kostenlos		상점 안의 상품 중 무작위 한 개가 무료가 된다
TextConfig_Relic	4100064	之后的房间必定出现宝箱或雕像	之後的房間必定出現寶箱或雕像	The next room is guaranteed to have a chest or a statue	次のルームには確定で宝箱もしくは彫像が出現する	In den folgenden Räumen erscheint garantiert eine Schatztruhe oder eine Statue		다음 방에 확정적으로 상자나 동상이 출현한다
TextConfig_Relic	4100065	开启宝箱时，有int1%的概率再生成一个宝箱	開啟寶箱時，有int1%的機率再生成一個寶箱	When opening a chest, there is a int1% chance to generate another chest	宝箱を開けるとint1%の確率で追加の宝箱が1つ出現する	Beim Öffnen einer Truhe gibt es eine int1%-Chance, dass eine weitere Truhe erscheint		보물 상자를 열면 int1%의 확률로 추가 보물 상자가 나타난다
TextConfig_Relic	4100066	重铸身上所有法杖，法术，遗物，药水，诅咒\回到所在章节的最开始，该遗物直接消失	重铸身上所有法杖，法术，遗物，药水，诅咒\回到所在章节的最开始，该遗物直接消失	Reforge all wands, spells, relics, potions, and curses.\Return to the beginning of the current chapter, and the relic will disappear.	所持しているすべての杖、呪文、遺物、薬、呪いを再構築する\章の最初に戻る。その後、この遺物は消える	Neuschmieden aller Zauberstäbe, Zauber, Relikte, Tränke und Flüche \Rückkehr zum Beginn des Kapitels. Dieses Relikt verschwindet sofort	重铸身上所有法杖，法术，遗物，药水，减益\回到所在章节的最开始，该遗物直接消失	소지하고 있는 모든 지팡이, 주문, 유물, 물약, 저주를 바꾼다\장의 처음으로 돌아가고 이 유물이 사라진다
TextConfig_Relic	4100067	每次进门，背包中前int1个格子的法术会被重铸	每次進門，背包中前int1個格子的法術會被重鑄	Upon entering a room, the first int1 slots of spells in the inventory will be reforged	ドアをくぐるたびに、バッグの前からint1個のマスにある呪文は再铸造される	Jedes Mal, wenn du durch eine Tür gehst, werden die Zauber in den ersten int1 Slots deines Inventars neu geschmiedet		문에 들어갈 때마다 가방 맨 앞의 int1개의 주문이 재련된다
TextConfig_Relic	4100068	受伤后移速瞬间提高int1%且无敌，持续float1秒	受傷後移速瞬間提高int1%且無敵，持續float1秒	Upon taking DMG,Movement Speed instantly increases by int1% and becomes invincible, lasting for float1 seconds	負傷後の移動速度は瞬時にint1%上昇し、float1秒継続して無敵である	Nach einer Verletzung erhöht sich die Bewegungsgeschwindigkeit sofort um int1% und wird unbesiegbar, dauert für float1 Sekunden		피해를 받으면 이동 속도가 int1% 증가하고 무적상태가 되며 float1초 동안 지속된다
TextConfig_Relic	4100069	法术会得到随机元素效果	法術會得到隨機元素效果	Spells receive random elemental effects	呪文にランダムで元素効果が付与される	Zauber erhalten zufällig einen Elementareffekt		주문에 무작위의 원소 효과가 부여된다
TextConfig_Relic	4100070	每次进门有int1%的概率随机移除身上1个诅咒	每次進門有int1%的概率隨機移除身上1個詛咒	Each time you enter a room, there's a int1% chance to randomly remove one curse.	ドアをくぐるたびにint1%の確率で自身に付与されている呪いを1つ解除する	Jedes Mal, wenn du durch eine Tür gehst, gibt es eine int1%-Chance, dass zufällig ein Fluch von dir entfernt wird	每次进门有int1%的概率随机移除身上1个减益	문에 들어갈 때마다 int1% 확률로 자신에게 부여된 저주를 하나 해주한다
TextConfig_Relic	4100071	受到伤害时，获得飞行能力，移速+int1%。直到下一次进门	受到傷害時，獲得飛行能力，移速+int1%。 直到下一次進門	When taking damage, gain flight and increase Movement Speed by int1%. Till you enter the next door	ダメージを受けると次のドアをくぐるまで飛行能力を獲得し、移動速度+int1%	Wenn du Schaden erleidest, erhältst du Flugfähigkeit und eine Bewegungsgeschwindigkeit von +int1% bis zum nächsten Mal, wenn du durch die Tür gehst		피해를 받으면 다음 문에 들어갈 때까지 비행 능력을 획득하고 이동 속도 +int1%
TextConfig_Relic	4100072	血量低于int1%时所有伤害+int2%	血量低於int1%時所有傷害+int2%	Increases all DMG by int2% when HP is below int1%	HPがint1%未満になると与ダメージ+int2%	Wenn dein Leben unter int1% sinkt, erhöht sich der gesamte Schaden um int2%		생명력이 int1% 미만이 되면 주는 피해 +int2%
TextConfig_Relic	4100073	遗物主动技能冷却时间缩短int1%	遺物主動技能冷卻時間縮短int1%	Reduces relic active skill cooldown by int1%	遺物のアクティブスキルのクールタイム-int1%	Die Abklingzeit von Relikt-Fähigkeiten wird um int1% verkürzt		유물의 액티브 스킬 쿨타임 -int1%
TextConfig_Relic	4100901	法术选项+int1	法術選項+int1	Spell options +int1	呪文オプション+int1	Zauber-Optionen +int1		주문 선택지 +int1
TextConfig_Relic	4100902	每次得到法术有int1次刷新的机会	每次得到法術有int1次重繪的機會	Gains int1 chance(s) to refresh spells each time a spell is obtained	術を得るたびにint1を更新する機会がある	Jedes Mal, wenn du einen Zauber erhältst, gibt es int1 Mal die Möglichkeit, es zu aktualisieren		주문을 얻을 때마다 int1번 다시 고를 기회가 주어진다.
TextConfig_Relic	4100931	永久飞行\法杖上限+int1\所有法杖自动装备守护杖灵+	永久飛行\法杖上限+int1\所有法杖自動裝備守護杖靈+	Permanent flight\Wand limit +int1\All wands automatically equip Wand Spirit+	飛行の時間制限なし\杖所持上限+int1\すべての杖はワンドガーディアンを+自動的に装備する	Dauerhaftes Fliegen \Zauberstab-Limit +int1 \Alle Zauberstäbe sind automatisch mit Stabgeist + ausgerüstet		영구 비행\지팡이 소지 제한 +int1\자동으로 모든 지팡이에 지팡이 정령+가 장착된다
TextConfig_Relic	4100932	冲刺期间无敌，冲刺时免费使用一次所持法杖，冷却：float1&CD秒\破魔剑的魔耗×int1%	衝刺期間無敵，衝刺時免費使用一次所持法杖，冷卻：float1&CD秒\破魔劍的魔耗×int1%	Invincible while sprinting and can use held wand once for free during sprint,Cooldown: float1&CD seconds\Evil Slayer Sword MP Cost xint1%	ダッシュ中無敵、ダッシュ時コストなしで手に持っている杖を1回使用可能，クールタイム：float1&CD秒\破魔の剣のMPコスト×int1%	Unverwundbar während des Sprints, bei einem Sprint kann ein Zauberstab kostenlos eingesetzt werden,Kühlung: float1&CD Sekunden\Mana-Kosten des Dämonenschwerts ×int1%		질주 중 무적, 질주 중 지팡이의 주문 1회 무료 사용, 쿨다운 : float1&CD초\파마의 검 마력소모×int1%
TextConfig_Relic	4100933	唤回所有狴犴飞剑，对返回路径上的敌人造成伤害。冷却：float1&CD秒	喚回所有狴犴飛劍，對返回路徑上的敵人造成傷害。 冷卻：float1&CD秒	Recall all Bi'an flying swords, dealing damage to enemies along their return path. Cooldown: float1&CDs	すべての飛剣を呼び戻し、帰還ルート上にいる敵にダメージを与える（クールタイム：float1&CD秒）	Rufe alle fliegenden Bi'an-Schwerter zurück, die Feinde auf ihrem Rückweg verletzen. Abklingzeit: float1&CD Sekunden		모든 비검을 소환하여 돌아오는 길에 있는 적들에게 피해를 준다. 쿨타임: float1&CD 초
TextConfig_Relic	4100934	法术施加的中毒层数×float1\每次进门时，背包里如果有可合成的法术会被自动合成	法術施加的中毒層數×float1\每次進門時，背包裏如果有可合成的法術會被自動合成	Poison stacks applied by spells xfloat1\Spells in the inventory will automatically be crafted upon entering a new room if they can be crafted	呪文による毒付与スタック数×float1\バッグに合成できる呪文がある場合、ドアをくぐるたびに自動的に合成される	Die durch Zauber verursachten Giftstapel ×float1 \Jedes Mal, wenn du einen Raum betrittst, werden Zauber in deinem Inventar, die kombiniert werden können, automatisch kombiniert		주문에 의한 독 부여시 중첩수 xfloat1\가방에 합성할 수 있는 주문이 있으면 문에 들어갈 때 자동으로 합성된다
TextConfig_Relic	4100935	落地对半径float1&range米内目标造成其最大生命int1%的伤害（首领int2%），冷却：float2&CD秒\如果大坐击杀了任意敌人将直接冷却	落地對半徑float1&range米內目標造成其最大生命int1%的傷害（首領int2%），冷卻：float2&CD秒\如果大坐擊殺了任意敵人那麼直接冷卻	Upon landing, deals damage equal to int1% of each target's Max HP (int2% for bosses) within float1&range meters. Cooldown: float2&CD seconds.\If the Butt Slam kills any enemy, the cooldown is reset.	着地時、半径float1&rangem範囲内にいる敵にその最大HP×int1%のダメージを与える（ボスはint2%、クールタイム：float2&CD秒）\お尻アタックで任意の敵が戦闘不能になると、クールタイムが0になる	Beim Aufprall werden alle Ziele im Radius von float1&range Metern um einen Prozentsatz ihres maximalen Lebens verletzt (int1% für normale Feinde, int2% für Bosse). Abklingzeit: float2&CD Sekunden. Wenn der Aufprall einen Feind tötet, wird die Abklingzeit sofort zurückgesetzt		착지 시 반경 float1&rangem 범위 내의 적에게 최대 생명력xint1%의 피해를 준다(보스는 int2%, 쿨타임: float2&CD초)\만약 적을 죽이면 쿨타임이 초기화 된다.
TextConfig_Relic	4100999	哇喔，你得到了终极神器，生命上限+int1！	哇喔，你得到了終極神器，生命上限+int1！	Congrats! You've obtained the ultimate artifact! Increases Max HP by int1!	素晴らしい！最強の神器を手に入れた！最大HP+int1	Wow, du hast das ultimative Artefakt erhalten! Lebensmaximum +int1!		와, 당신은 최고의 유물을 얻었습니다! 최대 생명력 +int1
TextConfig_Research	9000011	秘密路径	祕密路徑	Secret Pathway	秘密の道	Geheimer Pfad		비밀의 길
TextConfig_Research	9000012	秘密路径2	祕密路徑2	Secret Pathway 2	秘密の道2	Geheimer Pfad 2		비밀의 길2
TextConfig_Research	9000021	百科全书	百科全書	Encyclopedia	百科事典	Enzyklopädie		백과사전
TextConfig_Research	9000031	药水绑带	藥水綁帶	Potion Bandolier	薬ポーチ	Trank-Bandage		물약 허리띠
TextConfig_Research	9000032	药水绑带2	藥水綁帶2	Potion Bandolier 2	薬ポーチ2	Trank-Bandage 2		물약 허리띠2
TextConfig_Research	9000033	药水绑带3	藥水綁帶3	Potion Bandolier 3	薬ポーチ3	Trank-Bandage 3		물약 허리띠3
TextConfig_Research	9000041	商店刷新器	商店重置器	Shop Refill	ショップ更新装置	Laden-Auffrischer		상점 새로고침
TextConfig_Research	9000042	商店刷新器+	商店重置器+	Shop Refill+	ショップ更新装置+	Laden-Auffrischer +		상점 새로고침+
TextConfig_Research	9000043	商店刷新器++	商店重置器++	Shop Refill++	ショップ更新装置++	Laden-Auffrischer ++		상점 새로고침++
TextConfig_Research	9000044	商店刷新器+++	商店重置器+++	Shop Refill+++	ショップ更新装置+++	Laden-Auffrischer +++		상점 새로고침+++
TextConfig_Research	9000051	坚固重铸器	堅固重鑄器	Reinforcement Module	再铸造装置強化	Robustes Neuschmied-Gerät		재련장치 강화
TextConfig_Research	9000052	坚固重铸器+	堅固重鑄器+	Reinforcement Module+	再铸造装置強化+	Robustes Neuschmied-Gerät +		재련장치 강화+
TextConfig_Research	9000061	钥匙串	鑰匙串	Keychain	鍵の束	Schlüsselbund		열쇠고리
TextConfig_Research	9000062	钥匙串2	鑰匙串2	Keychain 2	鍵の束2	Schlüsselbund 2		열쇠고리2
TextConfig_Research	9000063	钥匙串3	鑰匙串3	Keychain 3	鍵の束3	Schlüsselbund 3		열쇠고리3
TextConfig_Research	9000111	野生浆果	野生漿果	Berry Bush	野生のベリー	Wilde Beeren		야생 베리
TextConfig_Research	9000121	保险箱	保險箱	Treasure Vault	金庫	Tresor		금고
TextConfig_Research	9000131	食腐舌簇	食腐舌簇	Carrion Eater	食腐ムシ	Aasfressende Zungenbüschel		식부 벌레
TextConfig_Research	9000141	xxx	xxx	xxx	xxx	xxx		xxx
TextConfig_Research	9000211	高级稻草人	高級稻草人	Advanced Scarecrow	上級かかし	Fortgeschrittene Vogelscheuche		고급 허수아비
TextConfig_Research	9000221	捷径（遗迹之森）	捷徑（遺跡之森）	Shortcut (Forest of Relics)	近道（遺跡の森）	Abkürzung (Wald der Ruinen)		지름길(유적의 숲)
TextConfig_Research	9000311	资源交换器	資源交換器	Resource Exchanger	変換マシン	Ressourcenwechsler		자원 교환기
TextConfig_Research	9000321	捷径（永恒堡垒）	捷徑（永恒堡壘）	Shortcut (Eternal Fortress)	近道（永遠の砦）	Abkürzung (Ewige Festung)		지름길(영원한 요새)
TextConfig_Research	9000411	捷径（朝圣者走廊）	捷徑（朝聖者走廊）	Shortcut (Pilgrim's Passage)	近道（巡礼者の回廊）	Abkürzung (Pilgerkorridor)	捷径（迷失者走廊）	지름길(순례자의 회랑)
TextConfig_Research	9100011	有概率寻找到泉水房间，恢复int1%的生命	有機率尋找到泉水房間，恢復int1%的生命值	Increases the chance of finding a spring in the room, allowing you to restore int1% HP.	泉のルームを見つけられる可能性があり、HPをint1%回復する	Chance, einen Brunnenraum zu finden, der int1% Leben wiederherstellt		생명력을 int1% 회복할 수 있는 분수 방을 찾을 수 있다
TextConfig_Research	9100012	有概率寻找到泉水房间，恢复int1%的生命	有機率尋找到泉水房間，恢復int1%的生命值	Increases the chance of finding a spring in the room, allowing you to restore int1% HP.	泉のルームを見つけられる可能性があり、HPをint1%回復する	Chance, einen Brunnenraum zu finden, der int1% Leben wiederherstellt		생명력을 int1% 회복할 수 있는 분수 방을 찾을 수 있다
TextConfig_Research	9100021	记录路途所遇到的各类事物	記錄路途所遇到的各類事物	Logs various encounters and discoveries during your journey.	道で出会ったさまざまなものを記録する	Aufzeichnen aller auf dem Weg angetroffenen Dinge		모험 중 만난 모든 것을 기록한다
TextConfig_Research	9100031	药水携带上限+int1	藥水攜帶上限+int1	Potion Capacity +int1	持ち運べる薬の上限数+int1	Trank-Tragelimit +int1		물약 휴대 제한 +int1
TextConfig_Research	9100032	药水携带上限+int1	藥水攜帶上限+int1	Potion Capacity +int1	持ち運べる薬の上限数+int1	Trank-Tragelimit +int1		물약 휴대 제한 +int1
TextConfig_Research	9100033	药水携带上限+int1	藥水攜帶上限+int1	Potion Capacity +int1	持ち運べる薬の上限数+int1	Trank-Tragelimit +int1		물약 휴대 제한 +int1
TextConfig_Research	9100041	可以刷新int1次货物	可以重置int1次貨物	Purchasable Item Refresh xint1	商品をint1回更新できる	Kann int1 Mal Waren auffrischen		상품을 int1회 갱신할 수 있다
TextConfig_Research	9100042	可以刷新int1次货物	可以重置int1次貨物	Purchasable Item Refresh xint1	商品をint1回更新できる	Kann int1 Mal Waren auffrischen		상품을 int1회 갱신할 수 있다
TextConfig_Research	9100043	可以刷新int1次货物	可以重置int1次貨物	Purchasable Item Refresh xint1	商品をint1回更新できる	Kann int1 Mal Waren auffrischen		상품을 int1회 갱신할 수 있다
TextConfig_Research	9100044	可以刷新int1次货物	可以重置int1次貨物	Purchasable Item Refresh xint1	商品をint1回更新できる	Kann int1 Mal Waren auffrischen		상품을 int1회 갱신할 수 있다
TextConfig_Research	9100051	加工房里的重铸器更耐用了	加工房裡的重鑄器更耐用了	Improves the durability of the reforge equipment.	工房にある再構築装置はさらに長持ちするようになる	Das Neuschmied-Gerät in der Werkstatt ist langlebiger		공방에 있는 재련 장치의 내구성이 향상된다
TextConfig_Research	9100052	加工房里的重铸器极其耐用了	加工房裡的重鑄器極其耐用了	Greatly improves the durability of the reforge equipment.	工房にある再構築装置はかなり長持ちするようになる	Das Neuschmied-Gerät in der Werkstatt ist extrem langlebig		공방에 있는 재련 장치의 내구성이 더욱 향상된다
TextConfig_Research	9100061	每次冒险可携带int1把钥匙	每次冒險可攜帶int1把鑰匙	Allows you to carry int1 extra key(s) on each adventure.	冒険で持ち運べる鍵の数がint1になる	Kann bei jedem Abenteuer int1 Schlüssel tragen		모험시 int1의 추가 열쇠를 얻는다
TextConfig_Research	9100062	每次冒险可携带int1把钥匙	每次冒險可攜帶int1把鑰匙	Allows you to carry int1 extra key(s) on each adventure.	冒険で持ち運べる鍵の数がint1になる	Kann bei jedem Abenteuer int1 Schlüssel tragen		모험시 int1의 추가 열쇠를 얻는다
TextConfig_Research	9100063	每次冒险可携带int1把钥匙	每次冒險可攜帶int1把鑰匙	Allows you to carry int1 extra key(s) on each adventure.	冒険で持ち運べる鍵の数がint1になる	Kann bei jedem Abenteuer int1 Schlüssel tragen		모험시 int1의 추가 열쇠를 얻는다
TextConfig_Research	9100111	有概率在遗迹之森寻找到浆果灌木丛，可以用来恢复体力	有概率在遺跡之森尋找到漿果灌木叢，可以用來恢復體力	Have a chance to find berry bushes in the Forest of Relics, which can be used to restore strength.	遺跡の森で、HPを回復できるベリーの木を見つけられる可能性がある	Chance, im Wald der Ruinen Beerensträucher zu finden, die zur Erholung genutzt werden können		유적의 숲에서 생명력을 회복할 수 있는 야생 베리를 찾을 수 있다
TextConfig_Research	9100121	有概率在永恒堡垒寻找到保险箱，里面装着不少好东西	有概率在永恒堡壘尋找到保險箱，裡面裝著不少好東西	Have a chance to find a safe in the Eternal Fortress, which may contain valuable items.	永遠の砦で、いいものがたくさん入っている金庫を見つけられる可能性がある	Chance, in der Ewigen Festung einen Tresor zu finden, der viele gute Dinge enthält		영원한 요새에서 좋은 물건들이 많이 들어 있는 금고를 찾을 수 있다
TextConfig_Research	9100131	有概率在朝圣者走廊遇到食腐舌簇，喜欢收集深渊附近掉落的法术	有概率在朝聖者走廊遇到食腐舌簇，喜歡收集深淵附近掉落的法術	Have a chance to meet the Carrion Eater in the Pilgrim's Passage, who loves collecting spells that drop near the abyss.	巡礼者の回廊で、深淵の周囲に落ちている呪文を集めるのが大好きな食腐ムシに遭遇する可能性がある	Chance, im Pilgerkorridor auf aasfressende Zungenbüschel zu stoßen, die gerne Zauber in der Nähe des Abgrunds sammeln	有概率在迷失者走廊遇到食腐舌簇，喜欢收集深渊附近掉落的法术	순례자의 회랑에서 심연에 떨어진 주문을 모으는 식부 벌레를 찾을 수 있다
TextConfig_Research	9100141	有概率在旧日深渊发现xxx	有概率在舊日深淵發現xxx	Have a chance to find xxx in the Abyss of Antiquity	古代の深淵でxxxを見つけられる可能性がある	Chance, im Alten Abgrund xxx zu finden		고대의 심연에서 xxx를 찾을 수 있다
TextConfig_Research	9100211	练习稻草人可以记录更详细的信息，也可以被关闭	練習稻草人可以記錄更詳細的資訊，也可以被關閉	Training scarecrows that can record more detailed information. Can also be turned off.	練習用のかかしは、より詳しい情報を記録できる（非表示可）	Übungsvogelscheuchen können detailliertere Informationen aufzeichnen und können deaktiviert werden		연습용 허수아비가 좀 더 자세한 정보를 기록할 수 있고 숨길 수 있게 된다
TextConfig_Research	9100221	有概率在遗迹之森找到捷径，相当于一次走过4个关卡，获得4份奖励	有概率在遗迹之森找到捷径，相當於一次走過4個關卡，獲得4份獎勵	Have a chance to find shortcuts in the Forest of Relics, equivalent to passing 4 levels at once and receiving 4 rewards	遺跡の森で近道を見つけられる可能性がある、1度に4つのステージを歩いて、4つの奨励金を得ることに相当します	Chance, im Wald der Ruinen eine Abkürzung zu finden，Entsprechend dem Bestehen von vier Levels auf einmal und dem Erhalt von 4-Belohnungen		유적의 숲에서 지름길을 찾을 확률이 생기며 지름길은 한번에 네개의 방을 통과하고 4종류의 보상을 받을 수 있다.
TextConfig_Research	9100311	可以让魔法结晶，古神之血，混沌核心互相转化	可以讓魔法結晶，古神之血，混沌覈心互相轉化	Allows the conversion between Magic Crystals, Ichor, and Chaos Cores.	マジッククリスタル、旧神の血、カオスコアを互いに変換できる	Kann magische Kristalle, Blut der Alten Götter und Chaos-Kerne ineinander umwandeln		마법수정, 고대신의 피, 혼돈의 핵을 서로 변환 할 수 있다
TextConfig_Research	9100321	有概率在永恒堡垒找到捷径，相当于一次走过4个关卡，获得4份奖励	有概率在永恒堡垒找到捷径，相當於一次走過4個關卡，獲得4份獎勵	Have a chance to find shortcuts in the Eternal Fortress, equivalent to passing 4 levels at once and receiving 4 rewards	永遠の砦で近道を見つけられる可能性がある、1度に4つのステージを歩いて、4つの奨励金を得ることに相当します	Chance, in der Ewigen Festung eine Abkürzung zu finden，Entsprechend dem Bestehen von vier Levels auf einmal und dem Erhalt von 4-Belohnungen		영원한 요새에서 지름길을 찾을 확률이 생기며 지름길은 한번에 네개의 방을 통과하고 4종류의 보상을 받을 수 있다.
TextConfig_Research	9100411	有概率在朝圣者走廊找到捷径，相当于一次走过4个关卡，获得4份奖励	有概率在朝圣者走廊找到捷径，相當於一次走過4個關卡，獲得4份獎勵	Have a chance to find shortcuts in the Pilgrim's Passage, equivalent to passing 4 levels at once and receiving 4 rewards	巡礼者の回廊で近道を見つけられる可能性がある、1度に4つのステージを歩いて、4つの奨励金を得ることに相当します	Chance, im Pilgerkorridor eine Abkürzung zu finden，Entsprechend dem Bestehen von vier Levels auf einmal und dem Erhalt von 4-Belohnungen	有概率在迷失者走廊找到捷径	순례자의 회랑에서 지름길을 찾을 확률이 생기며 지름길은 한번에 네개의 방을 통과하고 4종류의 보상을 받을 수 있다.
TextConfig_Resource	6000011	金币	金幣	Coin	コイン	Goldmünzen		동전
TextConfig_Resource	6000012	钻石	鑽石	Diamond	ダイヤ	Diamanten		다이아몬드
TextConfig_Resource	6000013	绿宝石	绿宝石	绿宝石	绿宝石	Smaragde	绿宝石	에메랄드
TextConfig_Resource	6000021	钥匙	鑰匙	Key	鍵	Schlüssel		열쇠
TextConfig_Resource	6000022	2把钥匙	2把鑰匙	2 Keys	2本の鍵	2 Schlüssel		2개의 열쇠
TextConfig_Resource	6000031	血量小	生命值-小	Small Health	HP・低	Kleine Lebenspunkte		생명력-소
TextConfig_Resource	6000032	血量	生命值	Health	HP	Lebenspunkte		생명력
TextConfig_Resource	6000033	血量大	生命值-大	Large Health	HP・高	Große Lebenspunkte		생명력-대
TextConfig_Resource	6000041	护盾小	護盾-小	Small Shield	シールド・小	Kleiner Schild		실드-소
TextConfig_Resource	6000042	护盾	護盾	Shield	シールド	Schild		실드
TextConfig_Resource	6000043	护盾大	護盾-大	Large Shield	シールド・大	Großer Schild		실드-대
TextConfig_Resource	6000101	魔法结晶	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall		마법수정
TextConfig_Resource	6000102	魔法结晶2	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall 2		마법수정2
TextConfig_Resource	6000103	魔法结晶3	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall 3		마법수정3
TextConfig_Resource	6000111	古神之血	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes		고대신의 피
TextConfig_Resource	6000112	古神之血2	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes 2		고대신의 피2
TextConfig_Resource	6000113	古神之血3	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes 3		고대신의 피3
TextConfig_Resource	6000121	混沌核心	混沌覈心	Chaos core	カオスコア	Chaos-Kern		혼돈의 핵
TextConfig_Resource	6100011	金币1	金幣1	Coin x1	コイン×1	1 Goldmünze		동전×1
TextConfig_Resource	6100012	金币5	金幣5	Coin x5	コイン×5	5 Goldmünzen		동전×5
TextConfig_Resource	6100013	金币50	金幣50	Coin X50	コイン×50	50 Goldmünzen		동전×50
TextConfig_Resource	6100021	可以打开带锁的东西	可以打開帶鎖的東西	Used to unlock locked objects	施錠されたものを開けることができる	Kann verschlossene Dinge öffnen		잠긴 것을 열 수 있습니다
TextConfig_Resource	6100022	可以打开带锁的东西	可以打開帶鎖的東西	Used to unlock locked objects	施錠されたものを開けることができる	Kann verschlossene Dinge öffnen		잠긴 것을 열 수 있습니다
TextConfig_Resource	6100031	恢复int1点生命	恢復int1點生命值	Restores int1 HP	HP+int1	Stellt int1 Lebenspunkte wieder her		생명력+int1
TextConfig_Resource	6100032	恢复int1点生命	恢復int1點生命值	Restores int1 HP	HP+int1	Stellt int1 Lebenspunkte wieder her		생명력+int1
TextConfig_Resource	6100033	恢复int1点生命	恢復int1點生命值	Restores int1 HP	HP+int1	Stellt int1 Lebenspunkte wieder her		생명력+int1
TextConfig_Resource	6100041	增加int1点护盾	增加int1點護盾值	Grants int1 shield point(s)	シールド値+int1	Erhöht den Schild um int1 Punkte		실드 + int1
TextConfig_Resource	6100042	增加int1点护盾	增加int1點護盾值	Grants int1 shield point(s)	シールド値+int1	Erhöht den Schild um int1 Punkte		실드 + int1
TextConfig_Resource	6100043	增加int1点护盾	增加int1點護盾值	Grants int1 shield point(s)	シールド値+int1	Erhöht den Schild um int1 Punkte		실드 + int1
TextConfig_Resource	6100101	魔法结晶	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall		마법수정
TextConfig_Resource	6100102	魔法结晶2	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall 2		마법수정2
TextConfig_Resource	6100103	魔法结晶3	魔法結晶	Magic Crystal	マジッククリスタル	Magischer Kristall 3		마법수정3
TextConfig_Resource	6100111	古神之血	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes		고대신의 피
TextConfig_Resource	6100112	古神之血2	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes 2		고대신의 피2
TextConfig_Resource	6100113	古神之血3	古神之血	Ancient Blood	旧神の血	Blut des Alten Gottes 3		고대신의 피3
TextConfig_Resource	6100121	混沌核心	混沌覈心	Chaos core	カオスコア	Chaos-Kern		혼돈의 핵
TextConfig_Set	10000001	初始	初始	Original	初期	Anfang		기본
TextConfig_Set	10000002	魔术师套装	魔術師套裝	Magician Set	魔術師セット	Magier-Set		마술사 세트
TextConfig_Set	10000003	召唤师套装	召喚師套裝	Summoner Set	召喚師セット	Beschwörer-Set		소환사 세트
TextConfig_Set	10000004	疾行套装	疾行套裝	Dash Set	疾走セット	Schnellläufer-Set		질주 세트
TextConfig_Set	10000005	灵魂套装	靈魂套裝	Soul Set	ソウルセット	Seelen-Set		소울 세트
TextConfig_Set	10000006	近战法师套装	近戰法師套裝	Melee Mage Set	近接戦魔法使いセット	Nahkampf-Magier-Set		근접 마법사 세트
TextConfig_Set	10000007	狴犴套装/(联动自暖雪)	狴犴套裝/(聯動自暖雪）	Bi'an Set/(Warm Snow Crossover)	狴犴セット/(暖雪コラボ）	Bi'an-Set/(Kollaboration mit warmem Schnee)		비안 세트/(난설 크로스오버)
TextConfig_Set	10000008	收割者套装/(联动自背包乱斗)	收割者套裝/(聯動自背包亂鬥）	Reaper Set/(Backpack Battles Crossover)	リーパーセット/(バックパック・バトルコラボ）	Sensenmann-Set/(Kollaboration mit Inventar-Kampf)		리퍼 세트/(백팩 배틀즈 크로스오버)
TextConfig_Set	10000009	黄老饼套装/(联动自黄老饼)	黃老餅套裝/(聯動自黃老餅）	Bing Set/(Bing in Wonderland Corssover)	じじいセット/(じじいの不思議な冒険コラボ）	Huang Laobing-Set/(Kollaboration mit Huang Laobing)		Bing 세트/(Bing in Wonderland 크로스오버)
TextConfig_Set	10100003	通关第二章	通關第二章	Complete Chapter 2	第二章クリア	Zweites Kapitel abschließen		2장을 클리어
